"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 12 20:22:11 CST 2025","Thu Jun 12 20:22:15 CST 2025","3823","tests","test_register","TestRegister","","","Successful user registration","Test user registration with various data"
